time,target_x,target_y,center_x,center_y
6.7,0.0,0.0,320.0,240.0
6.8,0.0,0.0,320.0,240.0
6.9,0.0,0.0,320.0,240.0
7.0,0.0,0.0,320.0,240.0
7.1,0.0,0.0,320.0,240.0
7.2,0.0,0.0,320.0,240.0
7.3,0.0,0.0,320.0,240.0
7.4,0.0,0.0,320.0,240.0
7.5,0.0,0.0,320.0,240.0
7.6,0.0,0.0,320.0,240.0
7.7,0.0,0.0,320.0,240.0
7.8,0.0,0.0,320.0,240.0
7.9,0.0,0.0,320.0,240.0
8.0,0.0,0.0,320.0,240.0
8.1,0.0,0.0,320.0,240.0
8.2,0.0,0.0,320.0,240.0
8.3,0.0,0.0,320.0,240.0
8.4,0.0,0.0,320.0,240.0
8.5,0.0,0.0,320.0,240.0
8.6,0.0,0.0,320.0,240.0
8.7,0.0,0.0,320.0,240.0
8.8,0.0,0.0,320.0,240.0
8.9,0.0,0.0,320.0,240.0
9.0,0.0,0.0,320.0,240.0
9.1,0.0,0.0,320.0,240.0
9.2,0.0,0.0,320.0,240.0
9.3,0.0,0.0,320.0,240.0
9.4,0.0,0.0,320.0,240.0
9.5,0.0,0.0,320.0,240.0
9.6,0.0,0.0,320.0,240.0
9.7,0.0,0.0,320.0,240.0
9.8,0.0,0.0,320.0,240.0
9.9,0.0,0.0,320.0,240.0
10.0,0.0,0.0,320.0,240.0
10.1,0.0,0.0,320.0,240.0
10.2,0.0,0.0,320.0,240.0
10.3,0.0,0.0,320.0,240.0
10.4,0.0,0.0,320.0,240.0
10.5,0.0,0.0,320.0,240.0
10.6,0.0,0.0,320.0,240.0
10.7,0.0,0.0,320.0,240.0
10.8,0.0,0.0,320.0,240.0
10.9,0.0,0.0,320.0,240.0
11.0,0.0,0.0,320.0,240.0
11.1,0.0,0.0,320.0,240.0
11.2,0.0,0.0,320.0,240.0
11.3,0.0,0.0,320.0,240.0
11.4,0.0,0.0,320.0,240.0
11.5,0.0,0.0,320.0,240.0
11.6,0.0,0.0,320.0,240.0
11.7,0.0,0.0,320.0,240.0
11.8,0.0,0.0,320.0,240.0
11.9,0.0,0.0,320.0,240.0
12.0,0.0,0.0,320.0,240.0
12.1,0.0,0.0,320.0,240.0
12.2,0.0,0.0,320.0,240.0
12.3,0.0,0.0,320.0,240.0
12.4,0.0,0.0,320.0,240.0
12.5,0.0,0.0,320.0,240.0
12.6,0.0,0.0,320.0,240.0
12.7,0.0,0.0,320.0,240.0
12.8,0.0,0.0,320.0,240.0
12.9,0.0,0.0,320.0,240.0
13.0,0.0,0.0,320.0,240.0
13.1,0.0,0.0,320.0,240.0
13.2,0.0,0.0,320.0,240.0
13.3,0.0,0.0,320.0,240.0
13.4,0.0,0.0,320.0,240.0
13.5,0.0,0.0,320.0,240.0
13.6,0.0,0.0,320.0,240.0
13.7,0.0,0.0,320.0,240.0
13.8,0.0,0.0,320.0,240.0
13.9,0.0,0.0,320.0,240.0
14.0,0.0,0.0,320.0,240.0
14.1,0.0,0.0,320.0,240.0
14.2,0.0,0.0,320.0,240.0
14.3,0.0,0.0,320.0,240.0
14.4,0.0,0.0,320.0,240.0
14.5,0.0,0.0,320.0,240.0
14.6,0.0,0.0,320.0,240.0
14.7,0.0,0.0,320.0,240.0
14.8,0.0,0.0,320.0,240.0
14.9,0.0,0.0,320.0,240.0
15.0,0.0,0.0,320.0,240.0
15.1,0.0,0.0,320.0,240.0
15.2,0.0,0.0,320.0,240.0
15.3,0.0,0.0,320.0,240.0
15.4,0.0,0.0,320.0,240.0
15.5,0.0,0.0,320.0,240.0
15.6,0.0,0.0,320.0,240.0
15.7,0.0,0.0,320.0,240.0
15.8,0.0,0.0,320.0,240.0
15.9,0.0,0.0,320.0,240.0
16.0,0.0,0.0,320.0,240.0
16.1,0.0,0.0,320.0,240.0
16.2,0.0,0.0,320.0,240.0
16.3,0.0,0.0,320.0,240.0
16.4,0.0,0.0,320.0,240.0
16.5,0.0,0.0,320.0,240.0
16.6,0.0,0.0,320.0,240.0
16.7,0.0,0.0,320.0,240.0
16.8,0.0,0.0,320.0,240.0
16.9,0.0,0.0,320.0,240.0
17.0,0.0,0.0,320.0,240.0
17.1,0.0,0.0,320.0,240.0
17.2,0.0,0.0,320.0,240.0
17.3,0.0,0.0,320.0,240.0
17.4,0.0,0.0,320.0,240.0
17.5,0.0,0.0,320.0,240.0
17.6,0.0,0.0,320.0,240.0
17.7,0.0,0.0,320.0,240.0
17.8,0.0,0.0,320.0,240.0
17.9,0.0,0.0,320.0,240.0
18.0,0.0,0.0,320.0,240.0
18.1,0.0,0.0,320.0,240.0
18.2,0.0,0.0,320.0,240.0
18.3,0.0,0.0,320.0,240.0
18.4,0.0,0.0,320.0,240.0
18.5,0.0,0.0,320.0,240.0
18.6,0.0,0.0,320.0,240.0
18.7,0.0,0.0,320.0,240.0
18.8,0.0,0.0,320.0,240.0
18.9,0.0,0.0,320.0,240.0
19.0,0.0,0.0,320.0,240.0
19.1,0.0,0.0,320.0,240.0
19.2,0.0,0.0,320.0,240.0
19.3,0.0,0.0,320.0,240.0
19.4,0.0,0.0,320.0,240.0
19.5,0.0,0.0,320.0,240.0
19.6,0.0,0.0,320.0,240.0
19.7,0.0,0.0,320.0,240.0
19.8,0.0,0.0,320.0,240.0
19.9,0.0,0.0,320.0,240.0
20.0,0.0,0.0,320.0,240.0
20.1,0.0,0.0,320.0,240.0
20.2,0.0,0.0,320.0,240.0
20.3,0.0,0.0,320.0,240.0
20.4,0.0,0.0,320.0,240.0
20.5,0.0,0.0,320.0,240.0
20.6,0.0,0.0,320.0,240.0
20.7,0.0,0.0,320.0,240.0
20.8,0.0,0.0,320.0,240.0
20.9,0.0,0.0,320.0,240.0
21.0,0.0,0.0,320.0,240.0
21.1,0.0,0.0,320.0,240.0
21.2,0.0,0.0,320.0,240.0
21.3,0.0,0.0,320.0,240.0
21.4,0.0,0.0,320.0,240.0
21.5,0.0,0.0,320.0,240.0
21.6,0.0,0.0,320.0,240.0
21.7,0.0,0.0,320.0,240.0
21.8,0.0,0.0,320.0,240.0
21.9,0.0,0.0,320.0,240.0
22.0,0.0,0.0,320.0,240.0
22.1,0.0,0.0,320.0,240.0
22.2,0.0,0.0,320.0,240.0
22.3,0.0,0.0,320.0,240.0
22.4,0.0,0.0,320.0,240.0
22.5,0.0,0.0,320.0,240.0
22.6,0.0,0.0,320.0,240.0
22.7,0.0,0.0,320.0,240.0
22.8,0.0,0.0,320.0,240.0
22.9,0.0,0.0,320.0,240.0
23.0,0.0,0.0,320.0,240.0
23.1,0.0,0.0,320.0,240.0
23.2,0.0,0.0,320.0,240.0
23.3,0.0,0.0,320.0,240.0
23.4,0.0,0.0,320.0,240.0
23.5,0.0,0.0,320.0,240.0
23.6,0.0,0.0,320.0,240.0
23.7,0.0,0.0,320.0,240.0
23.8,0.0,0.0,320.0,240.0
23.9,0.0,0.0,320.0,240.0
24.0,0.0,0.0,320.0,240.0
24.1,0.0,0.0,320.0,240.0
24.2,0.0,0.0,320.0,240.0
24.3,0.0,0.0,320.0,240.0
24.4,0.0,0.0,320.0,240.0
24.5,0.0,0.0,320.0,240.0
24.6,0.0,0.0,320.0,240.0
24.7,0.0,0.0,320.0,240.0
24.8,0.0,0.0,320.0,240.0
24.9,0.0,0.0,320.0,240.0
25.0,0.0,0.0,320.0,240.0
25.1,0.0,0.0,320.0,240.0
25.2,0.0,0.0,320.0,240.0
25.3,0.0,0.0,320.0,240.0
25.4,0.0,0.0,320.0,240.0
25.5,0.0,0.0,320.0,240.0
25.6,0.0,0.0,320.0,240.0
25.7,0.0,0.0,320.0,240.0
25.8,0.0,0.0,320.0,240.0
25.9,0.0,0.0,320.0,240.0
26.0,0.0,0.0,320.0,240.0
26.1,0.0,0.0,320.0,240.0
26.2,0.0,0.0,320.0,240.0
26.3,0.0,0.0,320.0,240.0
26.4,0.0,0.0,320.0,240.0
26.5,0.0,0.0,320.0,240.0
26.6,0.0,0.0,320.0,240.0
26.7,0.0,0.0,320.0,240.0
26.8,0.0,0.0,320.0,240.0
26.9,0.0,0.0,320.0,240.0
27.0,0.0,0.0,320.0,240.0
27.1,0.0,0.0,320.0,240.0
27.2,0.0,0.0,320.0,240.0
27.3,0.0,0.0,320.0,240.0
27.4,0.0,0.0,320.0,240.0
27.5,0.0,0.0,320.0,240.0
27.6,0.0,0.0,320.0,240.0
27.7,0.0,0.0,320.0,240.0
27.8,30.0,290.0,320.0,240.0
27.9,32.0,288.0,320.0,240.0
28.0,0.0,0.0,320.0,240.0
28.1,0.0,0.0,320.0,240.0
28.2,274.0,245.0,320.0,240.0
28.3,291.0,246.0,320.0,240.0
28.4,315.0,246.0,320.0,240.0
28.5,349.0,243.0,320.0,240.0
28.6,376.0,243.0,320.0,240.0
28.7,387.0,241.0,320.0,240.0
28.8,379.0,238.0,320.0,240.0
28.9,374.0,236.0,320.0,240.0
29.0,382.0,237.0,320.0,240.0
29.1,388.0,238.0,320.0,240.0
29.2,383.0,240.0,320.0,240.0
29.3,377.0,239.0,320.0,240.0
29.4,374.0,237.0,320.0,240.0
29.5,380.0,237.0,320.0,240.0
29.6,377.0,238.0,320.0,240.0
29.7,370.0,238.0,320.0,240.0
29.8,361.0,237.0,320.0,240.0
29.9,362.0,237.0,320.0,240.0
30.0,378.0,238.0,320.0,240.0
30.1,383.0,238.0,320.0,240.0
30.2,377.0,239.0,320.0,240.0
30.3,370.0,241.0,320.0,240.0
30.4,365.0,241.0,320.0,240.0
30.5,356.0,244.0,320.0,240.0
30.6,360.0,239.0,320.0,240.0
30.7,364.0,239.0,320.0,240.0
30.8,358.0,240.0,320.0,240.0
30.9,349.0,245.0,320.0,240.0
31.0,349.0,245.0,320.0,240.0
31.1,349.0,239.0,320.0,240.0
31.2,354.0,241.0,320.0,240.0
31.3,347.0,240.0,320.0,240.0
31.4,336.0,240.0,320.0,240.0
31.5,322.0,241.0,320.0,240.0
31.6,308.0,241.0,320.0,240.0
31.7,307.0,241.0,320.0,240.0
31.8,312.0,241.0,320.0,240.0
31.9,318.0,238.0,320.0,240.0
32.0,323.0,241.0,320.0,240.0
32.1,323.0,239.0,320.0,240.0
32.2,319.0,240.0,320.0,240.0
32.3,317.0,242.0,320.0,240.0
32.4,317.0,242.0,320.0,240.0
32.5,318.0,239.0,320.0,240.0
32.6,319.0,239.0,320.0,240.0
32.7,320.0,238.0,320.0,240.0
32.8,320.0,240.0,320.0,240.0
32.9,320.0,239.0,320.0,240.0
33.0,320.0,238.0,320.0,240.0
33.1,320.0,240.0,320.0,240.0
33.2,319.0,240.0,320.0,240.0
33.3,319.0,240.0,320.0,240.0
33.4,319.0,241.0,320.0,240.0
33.5,319.0,241.0,320.0,240.0
33.6,318.0,243.0,320.0,240.0
33.7,317.0,244.0,320.0,240.0
33.8,318.0,240.0,320.0,240.0
33.9,319.0,240.0,320.0,240.0
34.0,320.0,238.0,320.0,240.0
34.1,321.0,240.0,320.0,240.0
34.2,321.0,239.0,320.0,240.0
34.3,321.0,238.0,320.0,240.0
34.4,320.0,238.0,320.0,240.0
34.5,320.0,239.0,320.0,240.0
34.6,320.0,241.0,320.0,240.0
34.7,321.0,243.0,320.0,240.0
34.8,320.0,243.0,320.0,240.0
34.9,321.0,239.0,320.0,240.0
35.0,321.0,239.0,320.0,240.0
35.1,320.0,241.0,320.0,240.0
35.2,320.0,240.0,320.0,240.0
35.3,320.0,237.0,320.0,240.0
35.4,319.0,241.0,320.0,240.0
35.5,320.0,239.0,320.0,240.0
35.6,320.0,238.0,320.0,240.0
35.7,319.0,238.0,320.0,240.0
35.8,319.0,238.0,320.0,240.0
35.9,319.0,243.0,320.0,240.0
36.0,320.0,240.0,320.0,240.0
36.1,320.0,240.0,320.0,240.0
36.2,321.0,241.0,320.0,240.0
36.3,321.0,240.0,320.0,240.0
36.4,321.0,241.0,320.0,240.0
36.5,320.0,242.0,320.0,240.0
36.6,320.0,242.0,320.0,240.0
36.7,320.0,243.0,320.0,240.0
36.8,320.0,239.0,320.0,240.0
36.9,320.0,239.0,320.0,240.0
37.0,320.0,240.0,320.0,240.0
37.1,320.0,238.0,320.0,240.0
37.2,320.0,240.0,320.0,240.0
37.3,320.0,242.0,320.0,240.0
37.4,322.0,240.0,320.0,240.0
37.5,328.0,240.0,320.0,240.0
37.6,338.0,238.0,320.0,240.0
37.7,352.0,240.0,320.0,240.0
37.8,368.0,239.0,320.0,240.0
37.9,381.0,240.0,320.0,240.0
38.0,386.0,238.0,320.0,240.0
38.1,385.0,239.0,320.0,240.0
38.2,376.0,241.0,320.0,240.0
38.3,360.0,242.0,320.0,240.0
38.4,350.0,241.0,320.0,240.0
38.5,344.0,242.0,320.0,240.0
38.6,341.0,242.0,320.0,240.0
38.7,334.0,239.0,320.0,240.0
38.8,329.0,241.0,320.0,240.0
38.9,328.0,239.0,320.0,240.0
39.0,332.0,241.0,320.0,240.0
39.1,328.0,242.0,320.0,240.0
39.2,328.0,242.0,320.0,240.0
39.3,328.0,242.0,320.0,240.0
39.4,328.0,242.0,320.0,240.0
39.5,318.0,242.0,320.0,240.0
39.6,305.0,242.0,320.0,240.0
39.7,293.0,242.0,320.0,240.0
39.8,283.0,244.0,320.0,240.0
39.9,280.0,243.0,320.0,240.0
40.0,281.0,242.0,320.0,240.0
40.1,284.0,241.0,320.0,240.0
40.2,284.0,241.0,320.0,240.0
40.3,291.0,242.0,320.0,240.0
40.4,302.0,240.0,320.0,240.0
40.5,401.0,241.0,320.0,240.0
40.6,433.0,243.0,320.0,240.0
40.7,447.0,242.0,320.0,240.0
40.8,443.0,241.0,320.0,240.0
40.9,428.0,242.0,320.0,240.0
41.0,409.0,242.0,320.0,240.0
41.1,389.0,242.0,320.0,240.0
41.2,370.0,245.0,320.0,240.0
41.3,361.0,244.0,320.0,240.0
41.4,359.0,244.0,320.0,240.0
41.5,354.0,247.0,320.0,240.0
41.6,349.0,251.0,320.0,240.0
41.7,345.0,248.0,320.0,240.0
41.8,336.0,247.0,320.0,240.0
41.9,326.0,245.0,320.0,240.0
42.0,316.0,245.0,320.0,240.0
42.1,309.0,243.0,320.0,240.0
42.2,305.0,242.0,320.0,240.0
42.3,303.0,241.0,320.0,240.0
42.4,306.0,241.0,320.0,240.0
42.5,313.0,242.0,320.0,240.0
42.6,323.0,241.0,320.0,240.0
42.7,333.0,242.0,320.0,240.0
42.8,339.0,244.0,320.0,240.0
42.9,345.0,244.0,320.0,240.0
43.0,344.0,245.0,320.0,240.0
43.1,340.0,245.0,320.0,240.0
43.2,335.0,246.0,320.0,240.0
43.3,328.0,246.0,320.0,240.0
43.4,322.0,247.0,320.0,240.0
43.5,316.0,248.0,320.0,240.0
43.6,313.0,247.0,320.0,240.0
43.7,304.0,247.0,320.0,240.0
43.8,304.0,247.0,320.0,240.0
43.9,299.0,245.0,320.0,240.0
44.0,293.0,244.0,320.0,240.0
44.1,286.0,244.0,320.0,240.0
44.2,279.0,243.0,320.0,240.0
44.3,275.0,244.0,320.0,240.0
44.4,273.0,243.0,320.0,240.0
44.5,273.0,242.0,320.0,240.0
44.6,275.0,242.0,320.0,240.0
44.7,277.0,242.0,320.0,240.0
44.8,282.0,242.0,320.0,240.0
44.9,286.0,242.0,320.0,240.0
45.0,290.0,241.0,320.0,240.0
45.1,293.0,241.0,320.0,240.0
45.2,296.0,244.0,320.0,240.0
45.3,297.0,243.0,320.0,240.0
45.4,297.0,245.0,320.0,240.0
45.5,297.0,244.0,320.0,240.0
45.6,297.0,246.0,320.0,240.0
45.7,297.0,245.0,320.0,240.0
45.8,297.0,246.0,320.0,240.0
45.9,296.0,246.0,320.0,240.0
46.0,295.0,248.0,320.0,240.0
46.1,297.0,249.0,320.0,240.0
46.2,298.0,247.0,320.0,240.0
46.3,299.0,246.0,320.0,240.0
46.4,305.0,246.0,320.0,240.0
46.5,314.0,245.0,320.0,240.0
46.6,329.0,243.0,320.0,240.0
46.7,347.0,245.0,320.0,240.0
46.8,362.0,243.0,320.0,240.0
46.9,368.0,242.0,320.0,240.0
47.0,368.0,244.0,320.0,240.0
47.1,365.0,243.0,320.0,240.0
47.2,347.0,244.0,320.0,240.0
47.3,317.0,244.0,320.0,240.0
47.4,293.0,242.0,320.0,240.0
47.5,276.0,242.0,320.0,240.0
47.6,255.0,238.0,320.0,240.0
47.7,237.0,239.0,320.0,240.0
47.8,220.0,239.0,320.0,240.0
47.9,208.0,238.0,320.0,240.0
48.0,190.0,238.0,320.0,240.0
48.1,178.0,238.0,320.0,240.0
48.2,170.0,238.0,320.0,240.0
48.3,174.0,239.0,320.0,240.0
48.4,196.0,236.0,320.0,240.0
48.5,233.0,237.0,320.0,240.0
48.6,266.0,239.0,320.0,240.0
48.7,300.0,239.0,320.0,240.0
48.8,311.0,239.0,320.0,240.0
48.9,311.0,238.0,320.0,240.0
49.0,305.0,240.0,320.0,240.0
49.1,297.0,240.0,320.0,240.0
49.2,292.0,240.0,320.0,240.0
49.3,292.0,240.0,320.0,240.0
49.4,292.0,240.0,320.0,240.0
49.5,295.0,240.0,320.0,240.0
49.6,297.0,240.0,320.0,240.0
49.7,299.0,240.0,320.0,240.0
49.8,300.0,239.0,320.0,240.0
49.9,296.0,239.0,320.0,240.0
50.0,295.0,240.0,320.0,240.0
50.1,293.0,240.0,320.0,240.0
50.2,290.0,240.0,320.0,240.0
50.3,285.0,240.0,320.0,240.0
50.4,273.0,240.0,320.0,240.0
50.5,251.0,240.0,320.0,240.0
50.6,229.0,239.0,320.0,240.0
50.7,229.0,239.0,320.0,240.0
50.8,190.0,240.0,320.0,240.0
50.9,182.0,240.0,320.0,240.0
51.0,173.0,239.0,320.0,240.0
51.1,173.0,239.0,320.0,240.0
51.2,175.0,242.0,320.0,240.0
51.3,182.0,242.0,320.0,240.0
51.4,187.0,244.0,320.0,240.0
51.5,193.0,248.0,320.0,240.0
51.6,196.0,247.0,320.0,240.0
51.7,196.0,248.0,320.0,240.0
51.8,196.0,251.0,320.0,240.0
51.9,196.0,257.0,320.0,240.0
52.0,196.0,257.0,320.0,240.0
52.1,194.0,259.0,320.0,240.0
52.2,195.0,263.0,320.0,240.0
52.3,193.0,266.0,320.0,240.0
52.4,193.0,271.0,320.0,240.0
52.5,195.0,275.0,320.0,240.0
52.6,199.0,281.0,320.0,240.0
52.7,204.0,288.0,320.0,240.0
52.8,211.0,295.0,320.0,240.0
52.9,218.0,301.0,320.0,240.0
53.0,229.0,308.0,320.0,240.0
53.1,0.0,0.0,320.0,240.0
53.2,0.0,0.0,320.0,240.0
53.3,0.0,0.0,320.0,240.0
53.4,0.0,0.0,320.0,240.0
53.5,0.0,0.0,320.0,240.0
53.6,0.0,0.0,320.0,240.0
53.7,0.0,0.0,320.0,240.0
53.8,0.0,0.0,320.0,240.0
53.9,0.0,0.0,320.0,240.0
54.0,0.0,0.0,320.0,240.0
54.1,0.0,0.0,320.0,240.0
54.2,0.0,0.0,320.0,240.0
54.3,0.0,0.0,320.0,240.0
54.4,0.0,0.0,320.0,240.0
54.5,0.0,0.0,320.0,240.0
54.6,0.0,0.0,320.0,240.0
54.7,0.0,0.0,320.0,240.0
54.8,0.0,0.0,320.0,240.0
54.9,0.0,0.0,320.0,240.0
55.0,0.0,0.0,320.0,240.0
55.1,0.0,0.0,320.0,240.0
55.2,0.0,0.0,320.0,240.0
55.3,0.0,0.0,320.0,240.0
55.4,0.0,0.0,320.0,240.0
55.5,0.0,0.0,320.0,240.0
55.6,0.0,0.0,320.0,240.0
55.7,0.0,0.0,320.0,240.0
55.8,0.0,0.0,320.0,240.0
55.9,0.0,0.0,320.0,240.0
56.0,0.0,0.0,320.0,240.0
56.1,0.0,0.0,320.0,240.0
56.2,0.0,0.0,320.0,240.0
56.3,0.0,0.0,320.0,240.0
56.4,0.0,0.0,320.0,240.0
56.5,0.0,0.0,320.0,240.0
56.6,0.0,0.0,320.0,240.0
56.7,0.0,0.0,320.0,240.0
56.8,0.0,0.0,320.0,240.0
56.9,0.0,0.0,320.0,240.0
57.0,0.0,0.0,320.0,240.0
57.1,0.0,0.0,320.0,240.0
57.2,0.0,0.0,320.0,240.0
57.3,0.0,0.0,320.0,240.0
57.4,0.0,0.0,320.0,240.0
57.5,0.0,0.0,320.0,240.0
57.6,0.0,0.0,320.0,240.0
57.7,0.0,0.0,320.0,240.0
57.8,0.0,0.0,320.0,240.0
57.9,0.0,0.0,320.0,240.0
58.0,0.0,0.0,320.0,240.0
58.1,0.0,0.0,320.0,240.0
58.2,0.0,0.0,320.0,240.0
58.3,0.0,0.0,320.0,240.0
58.4,0.0,0.0,320.0,240.0
58.5,0.0,0.0,320.0,240.0
58.6,0.0,0.0,320.0,240.0
58.7,0.0,0.0,320.0,240.0
58.8,0.0,0.0,320.0,240.0
58.9,0.0,0.0,320.0,240.0
59.0,0.0,0.0,320.0,240.0
59.1,0.0,0.0,320.0,240.0
59.2,0.0,0.0,320.0,240.0
59.3,0.0,0.0,320.0,240.0
59.4,0.0,0.0,320.0,240.0
59.5,0.0,0.0,320.0,240.0
59.6,0.0,0.0,320.0,240.0
59.7,0.0,0.0,320.0,240.0
59.8,0.0,0.0,320.0,240.0
59.9,0.0,0.0,320.0,240.0
60.0,0.0,0.0,320.0,240.0
60.1,0.0,0.0,320.0,240.0
60.2,0.0,0.0,320.0,240.0
60.3,0.0,0.0,320.0,240.0
60.4,0.0,0.0,320.0,240.0
60.5,0.0,0.0,320.0,240.0
60.6,0.0,0.0,320.0,240.0
60.7,0.0,0.0,320.0,240.0
60.8,0.0,0.0,320.0,240.0
60.9,0.0,0.0,320.0,240.0
61.0,0.0,0.0,320.0,240.0
61.1,0.0,0.0,320.0,240.0
61.2,0.0,0.0,320.0,240.0
61.3,0.0,0.0,320.0,240.0
61.4,0.0,0.0,320.0,240.0
61.5,0.0,0.0,320.0,240.0
61.6,0.0,0.0,320.0,240.0
61.7,0.0,0.0,320.0,240.0
61.8,0.0,0.0,320.0,240.0
61.9,0.0,0.0,320.0,240.0
62.0,0.0,0.0,320.0,240.0
62.1,0.0,0.0,320.0,240.0
62.2,0.0,0.0,320.0,240.0
62.3,0.0,0.0,320.0,240.0
62.4,0.0,0.0,320.0,240.0
62.5,0.0,0.0,320.0,240.0
62.6,0.0,0.0,320.0,240.0
62.7,0.0,0.0,320.0,240.0
62.8,0.0,0.0,320.0,240.0
62.9,0.0,0.0,320.0,240.0
63.0,0.0,0.0,320.0,240.0
63.1,0.0,0.0,320.0,240.0
63.2,0.0,0.0,320.0,240.0
63.3,0.0,0.0,320.0,240.0
63.4,0.0,0.0,320.0,240.0
63.5,0.0,0.0,320.0,240.0
63.6,0.0,0.0,320.0,240.0
63.7,0.0,0.0,320.0,240.0
63.8,0.0,0.0,320.0,240.0
63.9,0.0,0.0,320.0,240.0
64.0,0.0,0.0,320.0,240.0
64.1,0.0,0.0,320.0,240.0
64.2,0.0,0.0,320.0,240.0
64.3,0.0,0.0,320.0,240.0
64.4,0.0,0.0,320.0,240.0
64.5,0.0,0.0,320.0,240.0
64.6,0.0,0.0,320.0,240.0
64.7,0.0,0.0,320.0,240.0
64.8,0.0,0.0,320.0,240.0
64.9,0.0,0.0,320.0,240.0
65.0,0.0,0.0,320.0,240.0
65.1,0.0,0.0,320.0,240.0
65.2,0.0,0.0,320.0,240.0
65.3,0.0,0.0,320.0,240.0
65.4,0.0,0.0,320.0,240.0
65.5,0.0,0.0,320.0,240.0
65.6,0.0,0.0,320.0,240.0
65.7,0.0,0.0,320.0,240.0
65.8,0.0,0.0,320.0,240.0
65.9,0.0,0.0,320.0,240.0
66.0,0.0,0.0,320.0,240.0
66.1,0.0,0.0,320.0,240.0
66.2,0.0,0.0,320.0,240.0
66.3,0.0,0.0,320.0,240.0
66.4,0.0,0.0,320.0,240.0
66.5,0.0,0.0,320.0,240.0
66.6,0.0,0.0,320.0,240.0
66.7,0.0,0.0,320.0,240.0
66.8,0.0,0.0,320.0,240.0
66.9,0.0,0.0,320.0,240.0
67.0,0.0,0.0,320.0,240.0
67.1,0.0,0.0,320.0,240.0
67.2,0.0,0.0,320.0,240.0
67.3,0.0,0.0,320.0,240.0
67.4,0.0,0.0,320.0,240.0
67.5,0.0,0.0,320.0,240.0
67.6,0.0,0.0,320.0,240.0
67.7,0.0,0.0,320.0,240.0
67.8,0.0,0.0,320.0,240.0
67.9,0.0,0.0,320.0,240.0
68.0,0.0,0.0,320.0,240.0
68.1,0.0,0.0,320.0,240.0
68.2,0.0,0.0,320.0,240.0
68.3,0.0,0.0,320.0,240.0
68.4,0.0,0.0,320.0,240.0
68.5,0.0,0.0,320.0,240.0
68.6,0.0,0.0,320.0,240.0
68.7,0.0,0.0,320.0,240.0
68.8,0.0,0.0,320.0,240.0
68.9,0.0,0.0,320.0,240.0
69.0,0.0,0.0,320.0,240.0
69.1,0.0,0.0,320.0,240.0
69.2,0.0,0.0,320.0,240.0
69.3,0.0,0.0,320.0,240.0
69.4,0.0,0.0,320.0,240.0
69.5,0.0,0.0,320.0,240.0
69.6,0.0,0.0,320.0,240.0
69.7,0.0,0.0,320.0,240.0
